sample_index,sample_identity,sample_image_name,best_match_index,best_match_identity,best_match_image_name,similarity
1824,06299,disgust.png,227453,0648249,image_233409.jpg,0.4199596643447876
409,03376,scream.png,176302,1792514,image_380227.jpg,0.34578537940979004
4506,05093,disgust.png,233823,1115893,image_309550.jpg,0.3536287248134613
4012,02518,illumination_4.png,197896,3405146,image_468635.jpg,0.38594186305999756
3657,05582,reference.png,367200,2821403,image_447823.jpg,0.3939977288246155
2286,07882,pose_4.png,88200,2405238,image_424386.jpg,0.3690178394317627
1679,01453,pose_3.png,279273,0055455,image_115556.jpg,0.3815230131149292
8935,03274,squint.png,303487,0170186,image_137472.jpg,0.4886046051979065
1424,02797,pose_0.png,362860,1143816,image_313029.jpg,0.3597472310066223
9674,03945,pose_5.png,139342,1577190,image_361781.jpg,0.36785584688186646
6912,04386,pose_4.png,5133,0269463,image_160155.jpg,0.35871678590774536
520,00794,illumination_4.png,64033,1028991,image_298233.jpg,0.36764925718307495
488,04686,pose_0.png,440636,0177896,image_139493.jpg,0.3841892182826996
1535,05359,pose_3.png,283263,1950086,image_392050.jpg,0.3966159522533417
3582,03819,pose_4.png,303979,3471005,image_470375.jpg,0.3897743821144104
3811,05597,scream.png,42756,2443758,image_426556.jpg,0.40132027864456177
8279,05037,pose_2.png,482293,2965656,image_454422.jpg,0.43614497780799866
9863,06539,pose_2.png,187717,4131608,image_481840.jpg,0.350023090839386
434,04982,pose_0.png,290636,0199215,image_145246.jpg,0.330227792263031
9195,03756,pose_1.png,263555,0221983,image_150329.jpg,0.4071615934371948
3257,06012,pose_2.png,189989,1920131,image_389578.jpg,0.3839510381221771
8928,03274,pose_4.png,45478,2444042,image_426668.jpg,0.38910549879074097
6873,06037,pose_1.png,372310,0446175,image_195857.jpg,0.40947940945625305
3611,03340,illumination_1.png,67617,2238724,image_412773.jpg,0.35882019996643066
7359,06759,pose_1.png,404633,1211485,image_320903.jpg,0.4069172143936157
9654,02090,disgust.png,39888,1046097,image_300449.jpg,0.39684224128723145
4557,00806,reference.png,377762,0265668,image_158732.jpg,0.3667145073413849
106,06347,illumination_4.png,398798,4716572,image_487500.jpg,0.37536051869392395
2615,01011,pose_3.png,186731,2419686,image_425542.jpg,0.38648664951324463
6924,04386,smile.png,59192,0757855,image_256078.jpg,0.3800608515739441
5574,02534,smile.png,354254,0147312,image_133911.jpg,0.3870037794113159
4552,02800,illumination_4.png,175947,1170124,image_316358.jpg,0.41528141498565674
2547,04699,surprise.png,216328,3210615,image_463541.jpg,0.4023590683937073
3527,01780,pose_2.png,9176,0141710,image_132856.jpg,0.3942677974700928
5514,02521,disgust.png,407755,1947618,image_391913.jpg,0.34146952629089355
1674,01453,pose_4.png,164688,0002091,image_65531.jpg,0.38268566131591797
1519,06614,squint.png,322010,0001217,image_44226.jpg,0.3659912645816803
6224,03361,illumination_5.png,295188,0528331,image_210937.jpg,0.38288354873657227
1584,03762,pose_4.png,179428,0050959,image_115199.jpg,0.3683392405509949
5881,01635,scream.png,2978,0394770,image_186059.jpg,0.3467065691947937
5635,07079,illumination_3.png,445750,2265977,image_414824.jpg,0.37862563133239746
9891,06256,surprise.png,405628,0004790,image_74726.jpg,0.38554543256759644
4333,06425,scream.png,46514,0767443,image_257568.jpg,0.36726486682891846
711,07806,surprise.png,359024,1676221,image_369844.jpg,0.4153381586074829
7527,07897,reference.png,255637,0960912,image_291123.jpg,0.4032803773880005
8785,00548,illumination_3.png,394487,0427963,image_192423.jpg,0.3343595564365387
2045,00178,illumination_1.png,28265,0440229,image_194546.jpg,0.36430877447128296
6201,07041,surprise.png,218019,0944688,image_288908.jpg,0.37865328788757324
1291,04455,scream.png,354269,0147312,image_133896.jpg,0.43413394689559937
9044,07485,pose_5.png,293482,0000552,image_25097.jpg,0.3414105474948883
4803,06525,pose_1.png,7806,4708943,image_487479.jpg,0.3814880847930908
5925,08230,reference.png,287811,0308208,image_167918.jpg,0.380165159702301
9459,04694,surprise.png,114107,0221046,image_150242.jpg,0.38681355118751526
3150,07831,pose_4.png,6427,1672246,image_369479.jpg,0.42026588320732117
1139,07696,pose_3.png,55946,0420982,image_190652.jpg,0.3783232271671295
750,04115,smile.png,121371,2596357,image_435603.jpg,0.3693493902683258
3733,02116,squint.png,376735,0000980,image_37303.jpg,0.40497124195098877
4741,02663,squint.png,378901,0711118,image_245637.jpg,0.37800198793411255
1307,01556,illumination_1.png,215670,4459426,image_484832.jpg,0.3723617196083069
3814,05597,illumination_4.png,33569,0010075,image_107602.jpg,0.3850589990615845
1654,06884,illumination_4.png,229162,2765519,image_444745.jpg,0.37230822443962097
6227,03361,pose_2.png,325962,0586568,image_221220.jpg,0.38139405846595764
4554,00806,pose_4.png,470900,2728330,image_443013.jpg,0.4141523838043213
7428,07151,smile.png,32783,0947338,image_289136.jpg,0.35816994309425354
5977,01417,illumination_3.png,157933,0005024,image_83776.jpg,0.4067714810371399
2664,05777,pose_4.png,5076,0269463,image_160146.jpg,0.34125396609306335
6065,07116,pose_2.png,440419,0177896,image_139534.jpg,0.3785024583339691
5820,02528,disgust.png,123555,0199312,image_145455.jpg,0.3120576739311218
3432,00188,smile.png,275735,1100839,image_307380.jpg,0.44861671328544617
4374,00358,pose_4.png,26418,0002127,image_66028.jpg,0.4222643971443176
1169,04419,pose_2.png,234981,2958549,image_454038.jpg,0.3606025278568268
2803,00977,scream.png,288609,1900981,image_388549.jpg,0.34903663396835327
8751,06394,reference.png,140093,1939267,image_391139.jpg,0.3253272771835327
4010,02518,illumination_5.png,28726,0502425,image_204220.jpg,0.4006751477718353
2677,05777,scream.png,486248,0891786,image_277160.jpg,0.3720664381980896
7573,05071,scream.png,45306,4476394,image_485079.jpg,0.43022575974464417
6216,03361,disgust.png,188282,0154763,image_135362.jpg,0.39381927251815796
4422,06436,smile.png,94790,1217016,image_321722.jpg,0.35582178831100464
9125,02446,pose_2.png,15916,1374980,image_338451.jpg,0.4497585892677307
3598,03819,illumination_4.png,327108,4858020,image_488355.jpg,0.4224703907966614
5313,05654,reference.png,335709,1643086,image_367080.jpg,0.4280206561088562
916,02775,illumination_4.png,37331,0001824,image_62281.jpg,0.38164687156677246
3752,00900,pose_5.png,436820,1457826,image_349522.jpg,0.45731037855148315
525,00727,reference.png,279753,0674782,image_239041.jpg,0.3787514865398407
