sample_index,sample_identity,sample_image_name,best_match_index,best_match_identity,best_match_image_name,similarity
1824,5798,15.jpg,148625,0087799,image_121624.jpg,0.3682987689971924
409,5802,8.jpg,72506,2679438,image_440452.jpg,0.3605080246925354
4506,4449,54.jpg,41581,0001461,image_50787.jpg,0.35175687074661255
4012,6932,26.jpg,372215,1800993,image_380940.jpg,0.4445745646953583
3657,8071,23.jpg,18275,3355558,image_467278.jpg,0.36689749360084534
2286,263,2.jpg,5250,0269463,image_160126.jpg,0.39065977931022644
1679,7036,18.jpg,407240,0266824,image_159160.jpg,0.3890678882598877
8935,4781,20.jpg,138802,0000240,image_9441.jpg,0.36203473806381226
1424,2656,9.jpg,368779,0004770,image_73987.jpg,0.43094193935394287
9674,3286,9.jpg,245295,0001973,image_64528.jpg,0.3710044026374817
6912,6706,11.jpg,192158,0356994,image_178243.jpg,0.3841121196746826
520,8944,20.jpg,48001,0254862,image_156763.jpg,0.39062052965164185
488,4628,28.jpg,454881,2795739,image_446548.jpg,0.3947826027870178
1535,4675,31.jpg,475863,1368825,image_337711.jpg,0.4412612318992615
3582,6052,6.jpg,211205,0491259,image_201938.jpg,0.3922885060310364
3811,2616,34.jpg,151871,0005208,image_90680.jpg,0.4148632287979126
8279,6567,18.jpg,108066,2615689,image_436799.jpg,0.3936648964881897
9863,5170,32.jpg,478162,0395228,image_186186.jpg,0.4245457053184509
434,5802,9.jpg,416528,0788234,image_260854.jpg,0.3276136517524719
9195,8265,1.jpg,299174,0005121,image_87335.jpg,0.3853933811187744
3257,6187,41.jpg,440765,0480465,image_200417.jpg,0.3391965329647064
8928,4781,32.jpg,4662,0002027,image_64899.jpg,0.40013185143470764
6873,8491,29.jpg,489465,0525659,image_210216.jpg,0.3821263015270233
3611,6052,19.jpg,398360,0005527,image_103130.jpg,0.3799125552177429
7359,1727,35.jpg,289678,0565250,image_216653.jpg,0.38196682929992676
9654,3286,18.jpg,122692,0001974,image_64569.jpg,0.3573286533355713
4557,7920,33.jpg,404854,1147043,image_313767.jpg,0.35721877217292786
106,5937,54.jpg,114518,0724187,image_248184.jpg,0.388683557510376
2615,3231,49.jpg,265675,1312421,image_331937.jpg,0.41618263721466064
6924,6706,9.jpg,348764,2293493,image_416104.jpg,0.35021620988845825
5574,7321,27.jpg,53233,0000411,image_16611.jpg,0.38817042112350464
4552,7920,40.jpg,445428,0046112,image_114228.jpg,0.372260719537735
2547,8024,4.jpg,203512,0358316,image_178433.jpg,0.36727598309516907
3527,3925,6.jpg,402590,0500200,image_203755.jpg,0.305101215839386
5514,5302,36.jpg,183234,0301959,image_166533.jpg,0.34868186712265015
1674,7036,8.jpg,149919,2375297,image_422008.jpg,0.374244749546051
1519,4675,16.jpg,233175,0954225,image_290332.jpg,0.41160160303115845
6224,2342,15.jpg,273849,2467538,image_428419.jpg,0.35405033826828003
1584,8210,35.jpg,76453,2452244,image_427394.jpg,0.35339081287384033
5881,3651,54.jpg,389380,2711342,image_442276.jpg,0.40259838104248047
5635,6147,20.jpg,108062,2615689,image_436813.jpg,0.41461485624313354
9891,5170,0.jpg,399826,0962261,image_291330.jpg,0.36646783351898193
4333,69,12.jpg,192517,2554469,image_432989.jpg,0.3813250958919525
711,3319,54.jpg,484067,0001863,image_63982.jpg,0.34977054595947266
7527,1080,33.jpg,197711,0858573,image_272273.jpg,0.4280829429626465
8785,4000,37.jpg,480668,0098378,image_123270.jpg,0.3791630268096924
2045,4540,1.jpg,477512,0001344,image_47858.jpg,0.3608904480934143
